"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"10171",1957948178,19353601,85716.249,-150.941055,69.391087,146.31,209.058945,69.391087,147.58,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.79,0.82,0.9,1.01,1.27,195.09,0.853,8676.74,0.116,1,1,1,1957948150,16003495,84878.713,-150.941072,69.391092,146.33,209.058928,69.391092,147.87,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.82,0.86,0.94,1.09,1.54,238.77,1.478,8676.27,0.076,1,1,1,0.870211927162217,0.0200000000000102,0.04,0.0299999999999999,0.03,0.04,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0,0.04,0,0.04,0.0299999999999999,0.04,0.0399999999999999,0.0800000000000001,0.27,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10180",1957948178,19353610,85716.251,-150.941246,69.391307,146.06,209.058755,69.391308,147.26,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.2,202.46,0.716,8676.74,0.143,1,1,1,1957948150,16004444,84878.951,-150.941242,69.391305,146.12,209.058759,69.391305,147.43,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.31,237.34,1.448,8675.82,0.088,1,1,1,0.272893437848606,0.0600000000000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0.04,0.11,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10191",1957948178,19353621,85716.254,-150.941625,69.391589,145.25,209.058376,69.391589,146.78,-1.01,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.15,0.22,0.3,0.37,0.49,0.64,0.82,0.86,0.94,1.01,1.16,1.54,219.46,0.589,8677.19,0.167,1,1,1,1957948150,16005641,84879.25,-150.941642,69.391594,145.44,209.058359,69.391594,146.94,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.82,0.9,0.97,1.12,1.5,237.02,1.443,8676.42,0.05,1,1,1,0.870200072032864,0.189999999999998,0.04,0,0,0,0,0,0,0,0,0,0,-0.04,-0.03,-0.04,0,0,-0.04,-0.0299999999999999,-0.04,-0.0399999999999999,-0.04,-0.0399999999999998,-0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10195",1957948178,19353625,85716.255,-150.941563,69.391676,145.61,209.058438,69.391676,146.88,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.27,222.57,0.531,8675.99,0.133,1,1,1,1957948150,16005903,84879.315,-150.941551,69.391669,145.65,209.058449,69.391669,147.03,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.39,236.21,1.399,8676.42,0.116,1,1,1,0.912124923846314,0.039999999999992,0,0,0,0,0.04,0,0,0,0,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04,0.04,0.04,0.0399999999999999,0.04,0.12,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10196",1957948178,19353626,85716.255,-150.941876,69.391723,145.07,209.058125,69.391723,146.46,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.75,0.82,0.86,0.94,1.09,1.39,231.05,0.566,8677.19,0.171,1,1,1,1957948150,16005902,84879.315,-150.941865,69.391716,145.13,209.058136,69.391716,146.7,-1.01,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.82,0.9,0.97,1.12,1.57,239.13,1.449,8677.17,0.131,1,1,1,0.892446188362636,0.0600000000000023,-0.04,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0,0.04,0.03,0.03,0.18,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10221",1957948178,19353651,85716.262,-150.94225,69.392325,144.81,209.05775,69.392325,146.23,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.6,0.75,0.82,0.9,0.97,1.09,1.42,279.04,0.55,8676.74,0.089,1,1,1,1957948150,16008313,84879.918,-150.942241,69.392328,144.92,209.05776,69.392328,146.35,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.75,0.82,0.86,0.94,1.09,1.42,236.8,1.333,8676.88,0.088,1,1,1,0.486855110663712,0.109999999999985,0.04,0.0299999999999999,0.03,0.04,0,0.03,0,0,0,0,0,0,0,0,0.03,0,0,0,0,-0.04,-0.03,0,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10692",1957948178,19354122,85716.379,-150.941786,69.392349,145.27,209.058214,69.392349,146.77,-1.05,-0.86,-0.71,-0.56,-0.49,-0.37,-0.3,-0.22,-0.15,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.82,0.86,0.94,1.01,1.16,1.5,278.19,0.523,8676.29,0.103,1,1,1,1957948150,16008318,84879.919,-150.941792,69.392357,145.41,209.058209,69.392357,146.83,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.86,0.9,0.97,1.12,1.42,234.6,1.225,8675.83,0.089,1,1,1,0.92295544012255,0.139999999999986,0.04,0.04,0.0399999999999999,0,0.04,0,0.04,0.03,0.04,0,0,0,0,0,0,0,0,-0.0299999999999999,0,-0.0399999999999999,-0.04,-0.0399999999999998,-0.0800000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10697",1957948178,19354127,85716.381,-150.941785,69.392189,145.5,209.058215,69.392189,146.93,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,0.97,1.09,1.42,265.14,0.521,8676.89,0.131,1,1,1,1957948150,16008024,84879.846,-150.941764,69.392193,145.6,209.058236,69.392193,147.06,-1.01,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.46,232.68,1.281,8676.28,0.061,1,1,1,0.938039427038468,0.0999999999999943,-0.04,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,-0.03,0,-0.0399999999999999,-0.04,-0.0299999999999999,-0.04,-0.03,-0.04,0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10715",1957948178,19354145,85716.385,-150.941409,69.391746,146.01,209.058591,69.391747,147.28,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.27,228.82,0.564,8675.39,0.061,1,1,1,1957948150,16005907,84879.316,-150.941419,69.391745,146.04,209.058582,69.391746,147.42,-1.01,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.39,237.36,1.339,8675.38,0.143,1,1,1,0.408455665120332,0.0300000000000011,-0.04,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0399999999999999,0.04,0.12,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10728",1957948178,19354158,85716.388,-150.941036,69.391465,146.25,209.058965,69.391465,147.63,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,0.97,1.09,1.39,209.65,0.668,8676.29,0.105,1,1,1,1957948150,16004704,84879.016,-150.941022,69.391459,146.4,209.058979,69.391459,147.86,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,0.97,1.09,1.46,237.84,1.344,8675.98,0.088,1,1,1,0.866326366972486,0.150000000000006,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10735",1957948178,19354165,85716.39,-150.940788,69.39133,146.69,209.059213,69.39133,148,-1.01,-0.82,-0.67,-0.56,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.31,201.46,0.731,8676.44,0.124,1,1,1,1957948150,16004437,84878.949,-150.940793,69.391334,146.74,209.059208,69.391334,148.16,-1.01,-0.79,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.42,235.48,1.339,8675.68,0.116,1,1,1,0.487510967475259,0.0500000000000114,0,0.0299999999999999,0,0,0,-0.03,0,0,0,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0.11,308.63,-Inf,-Inf,TRUE,TRUE,NA
"10752",1957948178,19354182,85716.394,-150.940541,69.390873,146.62,209.059459,69.390874,148.15,-1.01,-0.82,-0.67,-0.56,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.64,0.82,0.86,0.94,1.05,1.16,1.54,191.49,1.039,8676.88,0.115,1,1,1,1957948150,16002299,84878.414,-150.940532,69.390873,146.61,209.059469,69.390873,148.7,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.64,0.86,0.94,1.01,1.12,1.35,2.1,240.11,1.425,8674.92,0.098,1,1,1,0.353651686795837,-0.00999999999999091,0.04,0.0299999999999999,0.03,0.04,0.04,0,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0,0.04,0.03,0,0.04,0.08,0.0700000000000001,0.0700000000000001,0.19,0.56,308.63,-Inf,-Inf,TRUE,TRUE,NA
"11400",1957948178,19354830,85716.556,-150.940864,69.39185,146.66,209.059137,69.39185,147.93,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.27,231.28,0.541,8675.69,0.143,1,1,1,1957948150,16005916,84879.319,-150.940841,69.391851,146.75,209.05916,69.391851,148.06,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.31,236.53,1.171,8674.18,0.116,1,1,1,0.910593039922352,0.0900000000000034,0,-0.04,0,0,-0.04,0,0,0,0,0,0,-0.04,-0.04,-0.04,0,-0.04,0,-0.04,-0.04,0,0,0,0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"11406",1957948178,19354836,85716.558,-150.940989,69.391997,146.2,209.059011,69.391997,147.63,-1.09,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.11,0.19,0.26,0.37,0.45,0.6,0.79,0.82,0.9,0.97,1.09,1.42,243.17,0.511,8675.54,0.115,1,1,1,1957948150,16006822,84879.545,-150.941013,69.391997,146.27,209.058987,69.391997,147.8,-1.01,-0.79,-0.67,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.22,0.3,0.37,0.49,0.64,0.82,0.86,0.94,1.01,1.16,1.54,233.11,1.171,8675.53,0.089,1,1,1,0.943022045260099,0.0700000000000216,0.0800000000000001,0.07,0.0399999999999999,0.08,0.04,0.03,0.04,0.03,0.04,0.03,0.04,0,0.03,0.04,0,0.04,0.04,0.0299999999999999,0.04,0.0399999999999999,0.04,0.0699999999999998,0.12,308.63,-Inf,-Inf,TRUE,TRUE,NA
"11900",1957948178,19355330,85716.681,-150.940799,69.392153,146.79,209.059202,69.392153,148.02,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.24,253.89,0.528,8675.69,0.116,1,1,1,1957948150,16007124,84879.621,-150.940815,69.392155,146.78,209.059186,69.392155,148.09,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.31,233.17,1.071,8673.58,0.143,1,1,1,0.667084104271325,-0.00999999999999091,0,0,0,0,0.04,0,0,0,0,0,0.04,0,0,0.04,0,0,0.04,0,0,0,0,0.04,0.0700000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
"12565",1957948178,19355995,85716.848,-150.939069,69.39103,148.6,209.060931,69.39103,149.8,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.2,190.74,1.036,8674.79,0.116,1,1,1,1957948150,16002318,84878.419,-150.939049,69.391035,148.68,209.060951,69.391035,149.92,-1.01,-0.79,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.24,235,1.036,8672.09,0.088,1,1,1,0.96366988491216,0.0800000000000125,0,0.0299999999999999,0,0,0,0,0.04,0.03,0.04,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0.04,0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"12566",1957948178,19355996,85716.848,-150.939382,69.391077,148.28,209.060618,69.391077,149.55,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.27,195.6,1.02,8674.19,0.061,1,1,1,1957948150,16002317,84878.419,-150.939363,69.391082,148.33,209.060638,69.391082,149.64,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.31,238.99,1.085,8672.08,0.088,1,1,1,0.931901048540109,0.0500000000000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0399999999999999,0.04,0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"12590",1957948178,19356020,85716.854,-150.939881,69.391664,147.5,209.060119,69.391664,148.89,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.6,0.79,0.86,0.94,1.01,1.12,1.39,216.59,0.686,8674.94,0.062,1,1,1,1957948150,16004722,84879.02,-150.939862,69.391668,147.59,209.060138,69.391668,149.02,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.86,0.9,1.01,1.12,1.42,235.94,1.008,8672.69,0.089,1,1,1,0.869732308632415,0.0900000000000034,-0.04,-0.0299999999999999,-0.03,-0.04,-0.04,-0.03,0,0,0,0,0,0,0,-0.04,0,0,0,0,0,-0.0399999999999999,0,0,0.03,308.63,-Inf,-Inf,TRUE,TRUE,NA
"12607",1957948178,19356037,85716.858,-150.939938,69.392059,147.51,209.060062,69.392059,148.82,-1.05,-0.82,-0.71,-0.56,-0.49,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.31,238.61,0.5,8674.19,0.062,1,1,1,1957948150,16005932,84879.323,-150.939937,69.392067,147.58,209.060064,69.392067,148.93,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.35,236.53,0.888,8672.99,0.116,1,1,1,0.893202844003004,0.0700000000000216,0.0800000000000001,0.0299999999999999,0.07,0.04,0.04,0.03,0.04,0.03,0.04,0,0,0,0,0,0,-0.04,-0.04,-0.04,-0.04,-0.04,-0.0399999999999999,-0.04,0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"12610",1957948178,19356040,85716.859,-150.939999,69.392132,147.61,209.060002,69.392132,148.81,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.2,245.04,0.489,8674.19,0.088,1,1,1,1957948150,16006806,84879.541,-150.939982,69.392134,147.7,209.060019,69.392134,148.94,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.24,228.2,0.899,8672.54,0.105,1,1,1,0.70423727936962,0.089999999999975,0,0,0,0,0,-0.03,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,308.63,-Inf,-Inf,TRUE,TRUE,NA
"12611",1957948178,19356041,85716.859,-150.940312,69.392179,147.25,209.059688,69.392179,148.48,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,0.97,1.24,251.89,0.552,8675.24,0.143,1,1,1,1957948150,16006811,84879.542,-150.940296,69.39218,147.21,209.059704,69.39218,148.48,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.27,233.01,0.941,8672.99,0.131,1,1,1,0.638494449128444,-0.039999999999992,-0.04,-0.0299999999999999,-0.03,-0.04,0,-0.03,-0.04,-0.03,-0.04,-0.03,0,0,0,0,0,0.04,0,0,0.04,0,0,0.04,0.03,308.63,-Inf,-Inf,TRUE,TRUE,NA
"12615",1957948178,19356045,85716.86,-150.940248,69.392266,147.21,209.059753,69.392266,148.59,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.6,0.75,0.82,0.86,0.97,1.09,1.39,258.04,0.521,8674.19,0.088,1,1,1,1957948150,16007133,84879.623,-150.940236,69.392262,147.33,209.059764,69.392263,148.61,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.27,231.38,0.904,8672.99,0.143,1,1,1,0.649140944240105,0.120000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,-0.0399999999999999,0,-0.0299999999999999,0,-0.03,-0.04,-0.12,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13100",1957948178,19356530,85716.981,-150.939858,69.392218,147.34,209.060142,69.392218,148.73,-1.01,-0.82,-0.67,-0.56,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.82,0.9,0.97,1.09,1.39,251.04,0.536,8675.09,0.15,1,1,1,1957948150,16006804,84879.541,-150.939848,69.39221,147.22,209.060152,69.39221,148.76,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.82,0.9,1.01,1.12,1.54,229.53,0.836,8673.29,0.157,1,1,1,0.975015378844423,-0.120000000000005,0.04,0.0299999999999999,0.03,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.03,0.15,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13108",1957948178,19356538,85716.983,-150.939483,69.392097,148.12,209.060517,69.392098,149.36,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,0.97,1.24,237.32,0.488,8673.89,0.078,1,1,1,1957948150,16005937,84879.324,-150.93949,69.392096,148.16,209.06051,69.392096,149.33,-1.01,-0.82,-0.67,-0.56,-0.49,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.97,1.16,233.07,0.781,8672.09,0.105,1,1,1,0.296803639091375,0.039999999999992,-0.04,-0.0299999999999999,-0.03,-0.04,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,0,0,0,0,-0.04,0,-0.04,-0.0399999999999999,0,-0.0299999999999999,-0.04,0,-0.0800000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13121",1957948178,19356551,85716.987,-150.939422,69.391703,148.17,209.060578,69.391703,149.44,-0.97,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.82,0.9,1.01,1.27,215.59,0.683,8673.74,0.116,1,1,1,1957948150,16004727,84879.021,-150.939415,69.391697,148.23,209.060586,69.391697,149.43,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.2,232.86,0.901,8672.69,0.087,1,1,1,0.723570200987673,0.0600000000000023,0,-0.04,0,0,-0.04,0,0,0,0,0,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.04,-0.0700000000000001,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13128",1957948178,19356558,85716.988,-150.939171,69.39157,148.1,209.060829,69.39157,149.6,-1.01,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.64,0.82,0.86,0.94,1.01,1.16,1.5,207.02,0.735,8674.49,0.105,1,1,1,1957948150,16004412,84878.943,-150.939178,69.391576,148.05,209.060823,69.391576,149.66,-0.97,-0.79,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.82,0.86,0.94,1.01,1.16,1.61,229.98,0.896,8671.94,0.183,1,1,1,0.723570783671482,-0.0499999999999829,0.04,0.0299999999999999,0.03,0.04,0,0.03,0.04,0,0,0,0,0,0,-0.04,0,0,-0.04,0,0,0,0,0,0.11,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13137",1957948178,19356567,85716.991,-150.938981,69.391349,148.6,209.061019,69.39135,149.84,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.79,0.82,0.9,1.01,1.24,199.31,0.866,8674.19,0.16,1,1,1,1957948150,16003217,84878.644,-150.938982,69.39135,148.66,209.061018,69.39135,149.89,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.24,234.88,0.913,8671.94,0.116,1,1,1,0.118261033240472,0.0600000000000023,0,0,0,0,-0.04,-0.03,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.04,0,-0.04,0,0,-0.04,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
"13145",1957948178,19356575,85716.993,-150.938918,69.391116,148.78,209.061082,69.391116,150.02,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,1.01,1.24,195.33,1.027,8674.19,0.088,1,1,1,1957948150,16002322,84878.42,-150.938914,69.391111,148.83,209.061086,69.391111,150.06,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.24,236.48,0.975,8672.09,0.116,1,1,1,0.579436226938546,0.0500000000000114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,0,308.63,-Inf,-Inf,TRUE,TRUE,NA
