"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","AZIM_max","INCI_max","COMP_max","CHAN_ZG","CHAN_ZT","CHAN_R"
"39002",1957948178,19382441,85723.459,-150.920942,69.395835,141.77,209.079059,69.395835,143.24,-0.97,-0.79,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.75,0.79,0.86,0.94,1.05,1.46,314.66,1.209,8679.28,0.061,1,1,1,1957948150,16007434,84879.698,-150.920925,69.39584,141.87,209.079072,69.39584,143.22,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.75,0.82,0.9,1.01,1.34,65.01,4.774,8707.26,0.076,1,1,1,0.870096518223002,0.0999999999999943,0,0.01,0.01,0,0,0,0,0,0,0,0,-0.04,-0.04,-0.04,0,-0.04,0,-0.04,-0.04,-0.04,-0.0399999999999999,-0.04,-0.12,337.18,-Inf,-Inf,TRUE,TRUE,NA
"39015",1957948178,19382454,85723.462,-150.921064,69.396144,142.93,209.078936,69.396144,144.09,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.16,320.29,1.4,8679.27,0.116,1,1,1,1957948150,16008639,84879.999,-150.92105,69.396146,142.91,209.078947,69.396145,144.33,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.34,0.41,0.56,0.71,0.78,0.82,0.9,1.05,1.42,65.34,4.85,8708.15,0.116,1,1,1,0.593509921076464,-0.0200000000000102,-0.03,-0.03,-0.03,-0.03,-0.04,0,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,0,0,0.04,0,0.03,0.0299999999999999,0.04,0.0800000000000001,0.26,337.18,-Inf,-Inf,TRUE,TRUE,NA
"39016",1957948178,19382455,85723.463,-150.921378,69.396191,143.21,209.078623,69.396191,144.4,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.97,1.2,318.72,1.48,8678.37,0.145,1,1,1,1957948150,16008638,84879.999,-150.921366,69.396192,143.13,209.078631,69.396192,144.44,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.9,1.01,1.31,64.56,4.79,8706.66,0.105,1,1,1,0.484434138858637,-0.0800000000000125,0.0099999999999999,0,-0.03,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0399999999999999,0.03,0.0299999999999999,0.04,0.04,0.11,337.18,-Inf,-Inf,TRUE,TRUE,NA
"39029",1957948178,19382468,85723.466,-150.921498,69.3965,145.04,209.078503,69.3965,146.2,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.16,322.97,1.677,8678.07,0.116,1,1,1,1957948150,16009843,84880.3,-150.921495,69.396501,145.01,209.078502,69.3965,146.28,-0.97,-0.78,-0.67,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.27,64.87,4.867,8705.75,0.134,1,1,1,0.162267986808523,-0.0300000000000011,0,0.01,-0.03,-0.04,0,0,-0.04,0,0,0,0,0,0,0,0,0,0,0.0399999999999999,0.04,0.0299999999999999,0.0800000000000001,0.03,0.11,337.18,-Inf,-Inf,TRUE,TRUE,NA
"39493",1957948178,19382932,85723.582,-150.920708,69.395992,142.03,209.079293,69.395992,143.68,-1.05,-0.82,-0.67,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.6,0.79,0.82,0.9,1.01,1.16,1.65,316.11,1.297,8678.98,0.089,1,1,1,1957948150,16007700,84879.765,-150.92071,69.395999,142,209.079287,69.395999,143.56,-1.08,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.19,0.26,0.34,0.45,0.6,0.78,0.82,0.9,1.01,1.12,1.57,64.68,4.876,8709.35,0.089,1,1,1,0.784737218460142,-0.0300000000000011,-0.03,-0.04,-0.0399999999999999,-0.0399999999999999,-0.04,0,0,-0.03,-0.04,-0.03,-0.04,-0.04,0,0,0,0,0,-0.01,0,0,0,-0.0399999999999998,-0.0799999999999998,337.18,-Inf,-Inf,TRUE,TRUE,NA
"39503",1957948178,19382942,85723.584,-150.920393,69.395786,142.67,209.079608,69.395786,143.94,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.27,313.67,1.133,8678.23,0.133,1,1,1,1957948150,16006505,84879.466,-150.920403,69.395779,142.69,209.079594,69.395779,143.92,-0.97,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.82,0.86,0.97,1.23,63.94,4.871,8708.15,0.116,1,1,1,0.87405644657596,0.0200000000000102,-0.03,0,-0.03,-0.03,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.04,0,0,0,-0.04,0,-0.04,337.18,-Inf,-Inf,TRUE,TRUE,NA
"39510",1957948178,19382949,85723.586,-150.920142,69.395653,142.55,209.079859,69.395653,143.75,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.2,312.13,1.019,8677.33,0.174,1,1,1,1957948150,16006238,84879.399,-150.920158,69.395653,142.56,209.079839,69.395652,143.72,-0.93,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.78,0.86,0.97,1.16,64.61,4.886,8707.85,0.078,1,1,1,0.628572766871074,0.00999999999999091,0.0099999999999999,0,0,-0.03,0,0,0,0,0,0,0,0,0.04,0.04,0,0,0,0,0,-0.01,0,0,-0.04,337.18,-Inf,-Inf,TRUE,TRUE,NA
"39523",1957948178,19382962,85723.589,-150.92008,69.395261,141.78,209.07992,69.395261,143.01,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.24,297.93,0.84,8678.24,0.195,1,1,1,1957948150,16005028,84879.097,-150.920066,69.395254,141.72,209.079932,69.395254,142.91,-0.93,-0.75,-0.6,-0.49,-0.41,-0.3,-0.22,-0.15,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.86,0.97,1.19,64.95,4.774,8707.86,0.103,1,1,1,0.955066174450387,-0.0600000000000023,0.0099999999999999,0,0,0.03,0,0.04,0.04,0.04,0,0,0,0,0.04,0,0,0.04,0.04,0,0,0.0299999999999999,0,0,-0.05,337.18,-Inf,-Inf,TRUE,TRUE,NA
"40164",1957948178,19383603,85723.75,-150.919168,69.395102,141.93,209.080833,69.395102,143.09,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.94,1.16,290.35,0.678,8677.49,0.116,1,1,1,1957948150,16003835,84878.798,-150.919168,69.395108,141.93,209.08083,69.395107,143.16,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.78,0.86,0.97,1.23,64.4,4.93,8708.89,0.116,1,1,1,0.669251757382333,0,-0.03,-0.03,-0.03,-0.03,0,0,0,0,0,0,-0.04,-0.04,-0.04,-0.04,0,0,0,0,0,-0.01,0,0.03,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"40169",1957948178,19383608,85723.751,-150.919417,69.395237,142.24,209.080583,69.395237,143.32,-0.94,-0.75,-0.64,-0.52,-0.45,-0.34,-0.26,-0.19,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.49,0.67,0.71,0.75,0.82,0.9,1.09,295.5,0.778,8677.19,0.087,1,1,1,1957948150,16004108,84878.867,-150.919394,69.395237,142.27,209.080603,69.395237,143.46,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.78,0.86,0.97,1.19,63.76,4.92,8708.74,0.087,1,1,1,0.903590698573663,0.0300000000000011,-0.03,-0.03,0.01,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0.03,0,0.04,0.03,0.04,0.07,0.0999999999999999,337.18,-Inf,-Inf,TRUE,TRUE,NA
"40688",1957948178,19384127,85723.881,-150.919869,69.396367,143.99,209.080131,69.396367,145.61,-1.05,-0.86,-0.71,-0.56,-0.49,-0.37,-0.3,-0.22,-0.15,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.82,0.86,0.94,1.05,1.2,1.61,320.84,1.465,8678.07,0.097,1,1,1,1957948150,16008657,84880.004,-150.91988,69.39636,143.95,209.080117,69.396359,145.48,-1.04,-0.86,-0.71,-0.56,-0.45,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.82,0.86,0.93,1.01,1.16,1.53,65.2,5.19,8710.97,0.141,1,1,1,0.892398455177097,-0.0400000000000205,0.01,0,0,0,0.04,0,0,0.03,0.04,0,0,0,0,0,0,0,0,0,0,-0.0099999999999999,-0.04,-0.04,-0.0800000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"40733",1957948178,19384172,85723.892,-150.918921,69.395264,142.48,209.08108,69.395264,143.61,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,294.88,0.758,8676.59,0.116,1,1,1,1957948150,16004101,84878.865,-150.918943,69.395266,142.46,209.081054,69.395266,143.72,-0.97,-0.78,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,0.97,1.27,64.11,5.034,8710.83,0.116,1,1,1,0.892628728790729,-0.0199999999999818,-0.03,-0.03,-0.03,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0.0399999999999999,0.04,0.0299999999999999,0.0800000000000001,0.03,0.15,337.18,-Inf,-Inf,TRUE,TRUE,NA
"40738",1957948178,19384177,85723.893,-150.918919,69.395104,141.99,209.081081,69.395104,143.19,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.79,0.86,0.97,1.2,286.26,0.717,8677.94,0.16,1,1,1,1957948150,16003837,84878.799,-150.918912,69.395101,142.02,209.081086,69.395101,143.29,-0.93,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.9,0.97,1.27,64.78,4.987,8710.24,0.145,1,1,1,0.433132345282302,0.0300000000000011,0.0099999999999999,0,0.04,0.03,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0,0.04,0.0399999999999999,0,0.0299999999999999,0.04,0,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"40748",1957948178,19384187,85723.896,-150.918602,69.394898,141.5,209.081398,69.394898,143.04,-1.09,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.22,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.64,0.86,0.9,0.97,1.05,1.2,1.54,274.52,0.61,8678.09,0.088,1,1,1,1957948150,16002903,84878.565,-150.918596,69.394903,141.43,209.081401,69.394902,142.92,-1.08,-0.86,-0.71,-0.6,-0.49,-0.37,-0.3,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.63,0.82,0.86,0.93,1.01,1.16,1.49,64.52,4.992,8710.83,0.103,1,1,1,0.605479540196303,-0.0699999999999932,0.01,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,-0.01,-0.04,-0.04,-0.0399999999999999,-0.04,-0.04,-0.05,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41352",1957948178,19384791,85724.047,-150.918019,69.395009,142.03,209.081981,69.395009,143.42,-1.05,-0.82,-0.67,-0.56,-0.49,-0.37,-0.3,-0.22,-0.11,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.79,0.86,0.9,0.97,1.12,1.39,279,0.587,8677.19,0.141,1,1,1,1957948150,16002894,84878.563,-150.918008,69.395008,141.99,209.081989,69.395007,143.56,-1.05,-0.82,-0.67,-0.56,-0.45,-0.37,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.3,0.37,0.49,0.63,0.82,0.86,0.93,1.04,1.19,1.57,64.45,5.162,8712.02,0.097,1,1,1,0.446319283528256,-0.039999999999992,0,0,0,0,0.04,0,0.04,0.03,0,0,0,0,0,0.04,0,0,0.03,0.0299999999999999,0,0.03,0.0700000000000001,0.0699999999999998,0.18,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41353",1957948178,19384792,85724.047,-150.918334,69.395057,142.07,209.081667,69.395057,143.27,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.75,0.79,0.86,0.97,1.2,280.84,0.673,8677.49,0.116,1,1,1,1957948150,16002899,84878.564,-150.918325,69.395055,142.15,209.081673,69.395054,143.42,-0.97,-0.78,-0.63,-0.56,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.78,0.86,0.97,1.27,63.71,5.104,8710.83,0.046,1,1,1,0.418074836939286,0.0800000000000125,-0.03,-0.03,-0.03,-0.0700000000000001,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,0,-0.04,-0.0399999999999999,0,-0.01,0,0,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41371",1957948178,19384810,85724.051,-150.918714,69.3955,143.38,209.081287,69.3955,144.54,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.67,0.71,0.79,0.86,0.94,1.16,300.64,0.888,8676.74,0.174,1,1,1,1957948150,16005049,84879.102,-150.918709,69.395503,143.43,209.081288,69.395503,144.62,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.78,0.86,0.97,1.19,64.81,5.169,8710.67,0.116,1,1,1,0.388019774467407,0.0500000000000114,0.0099999999999999,0,-0.03,-0.03,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.0399999999999999,0.04,-0.01,0,0.03,0.03,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41378",1957948178,19384817,85724.053,-150.918715,69.395661,143.85,209.081285,69.395661,145.02,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.94,1.16,306.7,0.955,8675.69,0.116,1,1,1,1957948150,16005289,84879.162,-150.918739,69.395661,143.88,209.081258,69.395661,145.19,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.31,64.15,5.214,8711.71,0.105,1,1,1,0.942858603799142,0.0300000000000011,-0.03,-0.03,-0.03,0,-0.04,0,0,0,0,-0.03,-0.04,-0.04,-0.04,-0.04,-0.04,0,0,0,0,0.0299999999999999,0.04,0.0700000000000001,0.15,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41388",1957948178,19384827,85724.056,-150.918778,69.395895,144.41,209.081222,69.395895,145.54,-0.94,-0.75,-0.6,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.34,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,313.47,1.08,8676.13,0.103,1,1,1,1957948150,16006259,84879.404,-150.918793,69.395898,144.44,209.081204,69.395897,145.63,-0.97,-0.78,-0.63,-0.52,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.78,0.86,0.93,1.19,64.53,5.282,8711.71,0.087,1,1,1,0.677661881153162,0.0300000000000011,-0.03,-0.03,-0.03,0,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,-0.04,0,0,0,-0.04,0,0,0,0,-0.01,0.04,-0.0099999999999999,0.0699999999999998,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41393",1957948178,19384832,85724.057,-150.919028,69.39603,144.48,209.080972,69.39603,145.72,-0.94,-0.75,-0.6,-0.49,-0.41,-0.34,-0.22,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.41,0.56,0.71,0.75,0.82,0.86,0.97,1.24,314.73,1.197,8676.28,0.116,1,1,1,1957948150,16006484,84879.461,-150.919031,69.396029,144.5,209.080967,69.396028,145.74,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.23,63.79,5.27,8711.11,0.145,1,1,1,0.16226979336481,0.0200000000000102,0.0099999999999999,0,-0.03,-0.03,0,0,-0.04,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.04,0,-0.01,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41401",1957948178,19384840,85724.059,-150.91934,69.396237,144.81,209.08066,69.396237,146.08,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.79,0.86,0.97,1.27,316.85,1.364,8675.98,0.134,1,1,1,1957948150,16007679,84879.759,-150.919343,69.396243,144.85,209.080655,69.396243,145.97,-0.97,-0.78,-0.63,-0.52,-0.45,-0.37,-0.3,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.52,0.67,0.71,0.75,0.82,0.93,1.12,64.51,5.272,8711.41,0.076,1,1,1,0.679549581139188,0.039999999999992,-0.03,-0.03,0.01,0,-0.04,-0.03,-0.04,-0.03,-0.04,-0.03,0,0,0,0,-0.04,-0.04,0,-0.0399999999999999,-0.04,-0.04,-0.04,-0.0399999999999999,-0.15,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41920",1957948178,19385359,85724.189,-150.91837,69.395729,144.33,209.08163,69.395729,145.45,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.94,1.12,306.74,0.981,8675.98,0.145,1,1,1,1957948150,16005283,84879.16,-150.918348,69.395732,144.33,209.081649,69.395731,145.56,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,0.97,1.23,64.11,5.327,8712.6,0.116,1,1,1,0.926801852513728,0,0.0099999999999999,0,0.01,0,0,0,0,0,0,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0399999999999999,0.04,0.07,0.0800000000000001,0.03,0.11,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41940",1957948178,19385379,85724.194,-150.917749,69.395315,143.23,209.082252,69.395314,144.35,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,293.97,0.688,8676.29,0.087,1,1,1,1957948150,16003855,84878.803,-150.917738,69.395311,143.22,209.08226,69.39531,144.45,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.07,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.75,0.78,0.86,0.97,1.23,64.72,5.327,8714.1,0.116,1,1,1,0.621143838046209,-0.00999999999999091,-0.03,-0.03,0.01,0,-0.04,0,0,0,0,-0.03,-0.04,0,0,0,0,0,0,0,0.04,-0.01,0.04,0.03,0.11,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41945",1957948178,19385384,85724.195,-150.917749,69.395154,142.65,209.082251,69.395154,143.78,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.79,0.82,0.94,1.12,284.35,0.65,8676.44,0.087,1,1,1,1957948150,16002890,84878.562,-150.917737,69.39516,142.66,209.08226,69.39516,143.97,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.75,0.82,0.9,1.01,1.31,63.67,5.274,8713.96,0.133,1,1,1,0.818629128991151,0.00999999999999091,0.0099999999999999,0,0.01,0,0,0,0,0,0,0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0399999999999999,0.04,0.0299999999999999,0.0800000000000001,0.0700000000000001,0.19,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41950",1957948178,19385389,85724.196,-150.917749,69.394994,142.38,209.082252,69.394994,143.81,-1.09,-0.9,-0.71,-0.6,-0.49,-0.37,-0.3,-0.22,-0.15,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.64,0.82,0.86,0.94,1.01,1.12,1.42,273.85,0.632,8676.89,0.113,1,1,1,1957948150,16002650,84878.502,-150.917751,69.394992,142.37,209.082246,69.394991,143.86,-1.16,-0.93,-0.78,-0.63,-0.52,-0.41,-0.34,-0.22,-0.15,-0.07,0.04,0.11,0.19,0.3,0.37,0.52,0.63,0.86,0.9,0.97,1.04,1.19,1.49,64.34,5.216,8712.61,0.088,1,1,1,0.236516981676943,-0.00999999999999091,-0.0699999999999998,-0.03,-0.0700000000000001,-0.03,-0.03,-0.04,-0.04,0,0,-0.03,0,0,0,0.04,0,0.03,-0.01,0.04,0.04,0.03,0.03,0.0699999999999998,0.0700000000000001,337.18,-Inf,-Inf,TRUE,TRUE,NA
"41955",1957948178,19385394,85724.197,-150.917435,69.394947,142.73,209.082565,69.394947,144.04,-1.12,-0.9,-0.75,-0.6,-0.49,-0.41,-0.3,-0.22,-0.15,-0.07,0,0.07,0.19,0.26,0.34,0.45,0.6,0.75,0.82,0.86,0.94,1.05,1.31,270.77,0.551,8677.19,0.141,1,1,1,1957948150,16002651,84878.502,-150.917436,69.394945,142.76,209.082561,69.394944,144.17,-1.12,-0.9,-0.75,-0.6,-0.49,-0.37,-0.3,-0.22,-0.15,-0.04,0.04,0.11,0.19,0.26,0.37,0.49,0.6,0.78,0.82,0.9,0.97,1.08,1.42,65.06,5.275,8713.51,0.089,1,1,1,0.226516849629923,0.0300000000000011,0,0,0,0,0,0.04,0,0,0,0.03,0.04,0.04,0,0,0.03,0.04,0,0.03,0,0.04,0.03,0.03,0.11,337.18,-Inf,-Inf,TRUE,TRUE,NA
"42567",1957948178,19386006,85724.35,-150.917376,69.395548,144.3,209.082624,69.395548,145.38,-0.94,-0.75,-0.64,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.3,0.41,0.52,0.67,0.71,0.75,0.82,0.9,1.09,301.99,0.778,8675.09,0.103,1,1,1,1957948150,16004077,84878.859,-150.917378,69.395548,144.33,209.08262,69.395547,145.64,-0.97,-0.78,-0.63,-0.52,-0.45,-0.34,-0.26,-0.19,-0.11,-0.04,0,0.07,0.15,0.22,0.34,0.41,0.52,0.71,0.75,0.82,0.9,1.01,1.31,63.96,5.488,8714.69,0.145,1,1,1,0.0785719480855455,0.0300000000000011,-0.03,-0.03,0.01,0,-0.04,0,0,0,0,0,0,0,0,0,0.04,0,0,0.0399999999999999,0.04,0.07,0.0800000000000001,0.11,0.22,337.18,-Inf,-Inf,TRUE,TRUE,NA
"42593",1957948178,19386032,85724.357,-150.918057,69.396198,145.93,209.081943,69.396198,147.06,-0.97,-0.79,-0.64,-0.52,-0.45,-0.37,-0.26,-0.22,-0.15,-0.07,0,0.07,0.15,0.22,0.3,0.37,0.52,0.67,0.71,0.75,0.82,0.94,1.12,316.6,1.226,8674.63,0.087,1,1,1,1957948150,16006469,84879.457,-150.91805,69.396206,145.94,209.081947,69.396205,147.21,-0.93,-0.75,-0.63,-0.52,-0.41,-0.34,-0.26,-0.19,-0.11,-0.04,0.04,0.11,0.19,0.26,0.34,0.45,0.56,0.71,0.78,0.82,0.9,1.01,1.27,63.71,5.554,8713.48,0.16,1,1,1,0.933747436681065,0.00999999999999091,0.0399999999999999,0.04,0.01,0,0.04,0.03,0,0.03,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.08,0.04,0.0399999999999999,0.0700000000000001,0.07,0.0800000000000001,0.0700000000000001,0.15,337.18,-Inf,-Inf,TRUE,TRUE,NA
