"","LFID_1","SHOTNUMBER_1","TIME_1","GLON_1","GLAT_1","ZG_1","TLON_1","TLAT_1","ZT_1","RH10_1","RH15_1","RH20_1","RH25_1","RH30_1","RH35_1","RH40_1","RH45_1","RH50_1","RH55_1","RH60_1","RH65_1","RH70_1","RH75_1","RH80_1","RH85_1","RH90_1","RH95_1","RH96_1","RH97_1","RH98_1","RH99_1","RH100_1","AZIMUTH_1","INCIDENTANGLE_1","RANGE_1","COMPLEXITY_1","CHANNEL_ZT_1","CHANNEL_ZG_1","CHANNEL_RH_1","LFID_2","SHOTNUMBER_2","TIME_2","GLON_2","GLAT_2","ZG_2","HLON_2","HLAT_2","ZH_2","TLON_2","TLAT_2","ZT_2","RH10_2","RH15_2","RH20_2","RH25_2","RH30_2","RH35_2","RH40_2","RH45_2","RH50_2","RH55_2","RH60_2","RH65_2","RH70_2","RH75_2","RH80_2","RH85_2","RH90_2","RH95_2","RH96_2","RH97_2","RH98_2","RH99_2","RH100_2","AZIMUTH_2","INCIDENTANGLE_2","RANGE_2","COMPLEXITY_2","SENSITIVITY_2","CHANNEL_ZT_2","CHANNEL_ZG_2","CHANNEL_RH_2","distance","ZG_diff","RH10_diff","RH15_diff","RH20_diff","RH25_diff","RH30_diff","RH35_diff","RH40_diff","RH45_diff","RH50_diff","RH55_diff","RH60_diff","RH65_diff","RH70_diff","RH75_diff","RH80_diff","RH85_diff","RH90_diff","RH95_diff","RH96_diff","RH97_diff","RH98_diff","RH99_diff","RH100_diff","CHAN_ZG","CHAN_ZT","CHAN_R"
"156500",1957949237,28387571,72979.965,-146.290072,66.577366,127.76,213.709936,66.577361,140.42,-0.71,-0.45,-0.22,-0.04,0.11,0.34,0.64,2.02,3.82,4.75,5.46,6.18,7.22,8.53,9.32,9.88,10.37,10.97,11.15,11.38,11.6,11.94,12.65,327.83,2.83,8636.96,0.485,1,1,1,1958686304,36241643,70656.94369,-146.290086,66.577364,128.1,213.709914,66.577364,128.1,213.709917,66.577364,129.9,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.6,0.6,0.75,1.79,294.82,4.188,12646.22,0.061,0.964,1,1,1,0.659827520146364,0.339999999999989,-0.34,-0.45,-0.53,-0.56,-0.56,-0.79,-0.94,-2.32,-4.12,-4.9,-5.61,-6.18,-7.22,-8.53,-9.17,-9.73,-10.07,-10.52,-10.7,-10.78,-11,-11.19,-10.86,TRUE,TRUE,NA
"156522",1957949237,28387593,72979.97,-146.289124,66.576985,128.85,213.710882,66.57698,141.95,-0.86,-0.64,-0.49,-0.34,-0.22,-0.11,0,0.11,0.22,0.37,0.52,0.79,2.36,5.17,7.79,8.84,9.85,11.01,11.23,11.49,11.83,12.28,13.1,329.95,2.446,8633.83,0.526,1,1,1,1958686304,36241659,70656.94769,-146.289138,66.576989,129.08,213.710862,66.576989,129.08,213.710865,66.576988,130.76,-1.08,-0.79,-0.79,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.68,293.54,3.936,12641.29,0.145,0.959,1,1,1,0.764524459916661,0.230000000000018,-0.22,-0.15,-0.3,-0.3,-0.27,-0.38,-0.34,-0.45,-0.41,-0.56,-0.71,-0.83,-2.4,-5.06,-7.68,-8.58,-9.59,-10.6,-10.82,-10.93,-11.27,-11.57,-11.42,TRUE,TRUE,NA
"156542",1957949237,28387613,72979.975,-146.288032,66.576673,129.11,213.711973,66.576669,142.26,-0.82,-0.64,-0.45,-0.34,-0.22,-0.11,0,0.11,0.22,0.34,0.52,0.75,1.42,4.53,7.79,9.21,10.3,11.27,11.5,11.72,11.98,12.32,13.14,334.53,2.093,8631.44,0.526,1,1,1,1958686304,36241674,70656.95144,-146.288046,66.57668,129.4,213.711954,66.57668,129.4,213.711956,66.576679,131.09,-0.93,-0.79,-0.64,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.41,0.41,0.41,0.56,0.56,1.68,292.73,3.673,12636.97,0.145,0.96,1,1,1,0.997281062131405,0.289999999999992,-0.11,-0.15,-0.19,-0.3,-0.27,-0.38,-0.34,-0.45,-0.41,-0.53,-0.71,-0.79,-1.46,-4.57,-7.68,-9.1,-10.04,-10.86,-11.09,-11.31,-11.42,-11.76,-11.46,TRUE,TRUE,NA
"156587",1957949237,28387658,72979.986,-146.285848,66.57593,128.6,213.714154,66.575927,145.31,-0.94,-0.71,-0.56,-0.41,-0.3,-0.19,-0.11,0,0.11,0.19,0.3,0.45,0.6,0.86,1.84,3.97,6.97,12.63,13.56,14.24,14.99,15.7,16.71,349.49,1.37,8627.71,0.195,1,1,1,1958686304,36241708,70656.95994,-146.285831,66.575934,128.94,213.714188,66.575931,144.77,213.714188,66.575931,145.25,-0.97,-0.82,-0.67,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.37,0.52,3.37,11,12.95,14.14,14.89,15.49,16.31,289.67,3.121,12631.02,0.145,0.96,1,1,1,0.87609765158501,0.340000000000003,-0.03,-0.11,-0.11,-0.11,-0.07,-0.18,-0.11,-0.22,-0.18,-0.26,-0.37,-0.38,-0.53,-0.64,-1.47,-3.45,-3.6,-1.63,-0.610000000000001,-0.0999999999999996,-0.0999999999999996,-0.209999999999999,-0.400000000000002,TRUE,TRUE,NA
"156607",1957949237,28387678,72979.991,-146.28475,66.575622,127.57,213.71525,66.575619,142.29,-0.86,-0.64,-0.49,-0.34,-0.22,-0.11,0,0.11,0.22,0.34,0.52,0.79,2.66,4.61,7.23,9.14,10.38,12.21,12.63,13,13.41,13.86,14.72,3.91,1.124,8627.87,0.554,1,1,1,1958686304,36241723,70656.96369,-146.284748,66.575627,127.94,213.715252,66.575627,127.94,213.715254,66.575626,129.66,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.52,0.67,1.72,288.29,2.864,12628.8,0.103,0.954,1,1,1,0.564380234489865,0.370000000000005,-0.11,-0.18,-0.18,-0.18,-0.3,-0.26,-0.37,-0.48,-0.44,-0.56,-0.59,-0.86,-2.73,-4.54,-7.16,-8.92,-10.16,-11.84,-12.11,-12.48,-12.89,-13.19,-13,TRUE,TRUE,NA
"157193",1957949237,28388264,72980.138,-146.285826,66.575673,128.61,213.714174,66.575672,137.41,-1.01,-0.75,-0.6,-0.45,-0.34,-0.22,-0.11,-0.04,0.07,0.19,0.3,0.45,0.6,0.97,2.66,4.61,6.07,7.04,7.23,7.46,7.72,8.05,8.8,352.74,1.27,8627.87,0.442,1,1,1,1958686304,36242657,70657.19719,-146.285839,66.575667,128.68,213.714161,66.575667,128.68,213.714163,66.575666,130.36,-1.05,-0.9,-0.75,-0.6,-0.6,-0.45,-0.45,-0.3,-0.3,-0.15,-0.15,0,0,0.15,0.15,0.3,0.3,0.45,0.45,0.6,0.6,0.75,1.68,291.94,3.011,12629.68,0.105,0.958,1,1,1,0.883134272476185,0.0699999999999932,-0.04,-0.15,-0.15,-0.15,-0.26,-0.23,-0.34,-0.26,-0.37,-0.34,-0.45,-0.45,-0.6,-0.82,-2.51,-4.31,-5.77,-6.59,-6.78,-6.86,-7.12,-7.3,-7.12,TRUE,TRUE,NA
"157310",1957949237,28388381,72980.167,-146.291615,66.577595,128.51,213.708397,66.577589,144.11,-0.75,-0.49,-0.3,-0.15,0,0.15,0.34,0.56,1.16,2.69,4.12,5.16,5.87,6.73,8.57,9.65,10.96,12.98,13.36,13.73,14.18,14.7,15.6,325.61,3.277,8639.49,0.474,1,1,1,1958686304,36241627,70656.93969,-146.291605,66.577598,128.96,213.708395,66.577598,128.96,213.708398,66.577597,130.68,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.64,1.72,294.5,4.514,12650.83,0.105,0.955,1,1,1,0.555518467504434,0.450000000000017,-0.26,-0.37,-0.41,-0.41,-0.56,-0.56,-0.75,-0.82,-1.42,-2.95,-4.23,-5.27,-5.83,-6.69,-8.38,-9.46,-10.62,-12.49,-12.87,-13.24,-13.54,-14.06,-13.88,TRUE,TRUE,NA
"157375",1957949237,28388446,72980.183,-146.294804,66.578715,129.63,213.705214,66.578706,145.58,-0.86,-0.67,-0.49,-0.37,-0.26,-0.15,-0.04,0.04,0.15,0.26,0.41,0.56,0.82,1.83,6.43,10.12,11.39,12.81,13.22,13.78,14.42,15.02,15.95,321.88,4.503,8650.95,0.574,1,1,1,1958686304,36241577,70656.92719,-146.29481,66.578723,129.88,213.70519,66.578723,129.88,213.705194,66.578723,131.63,-1.08,-0.78,-0.78,-0.63,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.56,0.56,0.56,0.71,1.75,297.04,5.339,12665.72,0.116,0.959,1,1,1,0.9306456945897,0.25,-0.22,-0.11,-0.29,-0.26,-0.23,-0.34,-0.3,-0.38,-0.34,-0.45,-0.45,-0.6,-0.86,-1.72,-6.32,-9.86,-11.13,-12.4,-12.66,-13.22,-13.86,-14.31,-14.2,TRUE,TRUE,NA
"157409",1957949237,28388480,72980.192,-146.296527,66.579226,127.96,213.703489,66.579218,140.69,-0.93,-0.71,-0.56,-0.45,-0.34,-0.22,-0.15,-0.07,0.04,0.11,0.22,0.34,0.45,0.63,1.12,6.12,8.55,10.38,10.64,10.94,11.23,11.68,12.73,320.11,5.114,8660.05,0.638,1,1,1,1958686304,36241553,70656.92119,-146.29654,66.57922,128.23,213.70346,66.57922,128.23,213.703463,66.57922,130.02,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.67,0.67,0.82,1.79,297.63,5.76,12676.3,0.088,0.955,1,1,1,0.883080332077327,0.269999999999996,-0.0399999999999999,-0.11,-0.11,-0.07,-0.18,-0.15,-0.22,-0.15,-0.26,-0.33,-0.29,-0.41,-0.38,-0.56,-0.9,-5.9,-8.18,-9.86,-10.12,-10.27,-10.56,-10.86,-10.94,TRUE,TRUE,NA
"157609",1957949237,28388680,72980.242,-146.29525,66.578654,129.66,213.704767,66.578646,144.45,-0.78,-0.56,-0.41,-0.26,-0.15,0,0.11,0.22,0.37,0.56,0.93,2.84,7.13,9.94,11.24,11.95,12.59,13.3,13.45,13.63,13.82,14.12,14.79,320.86,4.56,8652.15,0.554,1,1,1,1958686304,36241576,70656.92694,-146.295268,66.578653,129.93,213.704732,66.578653,129.93,213.704752,66.578649,140.78,-1.01,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.48,6.01,7.95,8.84,9.59,10.18,10.86,296.26,5.405,12667.06,0.116,0.956,1,1,1,0.806159007360749,0.27000000000001,-0.23,-0.3,-0.3,-0.3,-0.26,-0.41,-0.37,-0.48,-0.63,-0.67,-1.04,-2.8,-7.09,-9.75,-11.05,-11.61,-12.11,-7.29,-5.5,-4.79,-4.23,-3.94,-3.93,TRUE,TRUE,NA
"157692",1957949237,28388763,72980.263,-146.291451,66.577245,128.24,213.708561,66.577238,145.26,-0.67,-0.45,-0.26,-0.11,0.04,0.19,0.37,0.64,1.8,3.89,5.65,6.96,7.93,8.76,9.95,11.41,12.61,14.33,14.82,15.23,15.64,16.09,17.03,325.11,3.06,8638,0.568,1,1,1,1958686304,36242735,70657.21669,-146.291451,66.577253,128.54,213.708549,66.577253,128.54,213.708552,66.577253,130.3,-1.05,-0.9,-0.75,-0.6,-0.45,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.6,0.6,0.75,1.76,296.45,4.362,12648.75,0.116,0.956,1,1,1,0.891780288277357,0.299999999999983,-0.38,-0.45,-0.49,-0.49,-0.49,-0.64,-0.67,-0.94,-2.1,-4.04,-5.8,-6.96,-7.93,-8.76,-9.8,-11.26,-12.31,-13.88,-14.37,-14.63,-15.04,-15.34,-15.27,TRUE,TRUE,NA
"157735",1957949237,28388806,72980.273,-146.289102,66.576575,128.77,213.710905,66.576569,146.03,-0.82,-0.6,-0.41,-0.3,-0.15,-0.04,0.07,0.19,0.34,0.49,0.75,1.61,3.63,5.43,6.14,6.74,8.09,10.9,11.91,12.66,13.78,15.05,17.26,332.5,2.279,8631.88,0.399,1,1,1,1958686304,36242702,70657.20844,-146.289091,66.576578,129.04,213.710909,66.576578,129.04,213.710911,66.576578,130.69,-1.08,-0.79,-0.64,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.65,294.89,3.79,12639.96,0.16,0.963,1,1,1,0.591558219163576,0.269999999999982,-0.26,-0.19,-0.23,-0.34,-0.34,-0.45,-0.41,-0.53,-0.53,-0.68,-0.79,-1.65,-3.67,-5.32,-6.03,-6.48,-7.83,-10.49,-11.5,-12.1,-13.22,-14.34,-15.61,TRUE,TRUE,NA
"157790",1957949237,28388861,72980.287,-146.286544,66.575651,127.5,213.713457,66.575649,139.08,-0.79,-0.56,-0.41,-0.26,-0.15,0,0.11,0.22,0.37,0.56,0.86,1.72,2.62,3.22,3.93,5.32,6.44,7.72,8.09,8.58,9.37,10.3,11.58,347.83,1.377,8628.61,0.398,1,1,1,1958686304,36242665,70657.19919,-146.286528,66.575647,127.75,213.713472,66.575647,127.75,213.713474,66.575647,129.4,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.52,0.67,1.65,290.87,3.136,12632.22,0.145,0.962,1,1,1,0.838222608296036,0.25,-0.18,-0.26,-0.26,-0.26,-0.37,-0.37,-0.48,-0.44,-0.59,-0.78,-0.93,-1.79,-2.69,-3.15,-3.86,-5.1,-6.22,-7.35,-7.57,-8.06,-8.85,-9.63,-9.93,TRUE,TRUE,NA
"158404",1957949237,28389475,72980.441,-146.28718,66.575665,128.46,213.712822,66.575662,142.84,-0.82,-0.6,-0.41,-0.3,-0.15,-0.04,0.07,0.19,0.34,0.49,0.79,3.56,5.62,7.23,8.88,10.11,11.01,12.14,12.4,12.7,13.04,13.49,14.38,344.92,1.513,8628.01,0.55,1,1,1,1958686304,36242984,70657.27894,-146.28717,66.575673,128.81,213.71283,66.575673,128.81,213.712832,66.575673,130.49,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.64,1.68,291.75,3.24,12632.81,0.087,0.96,1,1,1,0.996026207799555,0.349999999999994,-0.19,-0.26,-0.3,-0.26,-0.41,-0.37,-0.48,-0.45,-0.6,-0.75,-0.9,-3.67,-5.58,-7.19,-8.69,-9.92,-10.67,-11.65,-11.91,-12.21,-12.4,-12.85,-12.7,TRUE,TRUE,NA
"158438",1957949237,28389509,72980.449,-146.288873,66.576175,128.13,213.711131,66.576172,140.45,-0.75,-0.52,-0.34,-0.19,-0.07,0.07,0.22,0.37,0.64,1.27,2.81,3.86,4.94,6.03,7.12,8.43,9.4,10.22,10.45,10.75,11.12,11.57,12.32,334.29,2.048,8631.14,0.547,1,1,1,1958686304,36242960,70657.27294,-146.288883,66.576167,128.3,213.711117,66.576167,128.3,213.711119,66.576167,130.02,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.07,0.22,0.37,0.37,0.52,0.52,0.52,0.67,1.72,293.28,3.654,12638.62,0.145,0.96,1,1,1,0.996022210175432,0.170000000000016,-0.22,-0.3,-0.33,-0.33,-0.45,-0.44,-0.59,-0.59,-0.86,-1.49,-2.88,-3.93,-4.87,-5.96,-7.05,-8.21,-9.03,-9.85,-9.93,-10.23,-10.6,-10.9,-10.6,TRUE,TRUE,NA
"158470",1957949237,28389541,72980.457,-146.290422,66.576753,128.28,213.709584,66.576749,140.22,-0.94,-0.71,-0.56,-0.45,-0.34,-0.22,-0.11,-0.04,0.07,0.15,0.26,0.41,0.56,0.86,3.03,4.27,6.29,8.72,9.17,9.62,10.11,10.74,11.94,329.53,2.644,8634.87,0.338,1,1,1,1958686304,36242719,70657.21269,-146.290404,66.576749,128.51,213.709596,66.576749,128.51,213.709598,66.576748,130.26,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.49,0.49,0.64,0.78,1.76,294.49,4.064,12643.83,0.134,0.96,1,1,1,0.914539264115725,0.22999999999999,-0.0700000000000001,-0.15,-0.15,-0.11,-0.22,-0.19,-0.3,-0.22,-0.33,-0.26,-0.37,-0.52,-0.52,-0.82,-2.84,-4.08,-5.95,-8.23,-8.68,-9.13,-9.47,-9.96,-10.18,TRUE,TRUE,NA
"158495",1957949237,28389566,72980.463,-146.291687,66.577109,127.87,213.708324,66.577102,144.78,-0.67,-0.41,-0.22,-0.04,0.11,0.3,0.56,1.12,3.07,6.21,7.63,8.76,9.43,10.14,11.26,12.35,13.17,14.18,14.52,14.93,15.38,15.9,16.91,326.12,3.067,8638.45,0.533,1,1,1,1958686304,36242737,70657.21719,-146.291708,66.577112,128.1,213.708292,66.577112,128.1,213.708295,66.577111,129.97,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.52,0.52,0.67,0.67,0.97,1.87,295.31,4.377,12650.09,0.088,0.963,1,1,1,0.989750205685842,0.22999999999999,-0.3,-0.41,-0.45,-0.48,-0.63,-0.67,-0.93,-1.34,-3.29,-6.43,-7.7,-8.83,-9.36,-10.07,-11.04,-12.13,-12.8,-13.66,-14,-14.26,-14.71,-14.93,-15.04,TRUE,TRUE,NA
"158517",1957949237,28389588,72980.469,-146.292802,66.577417,128.29,213.707211,66.57741,145.01,-0.67,-0.45,-0.26,-0.07,0.07,0.26,0.45,0.86,3.33,4.56,5.46,6.81,7.86,10.32,12.31,13.58,14.55,15.22,15.37,15.56,15.75,16.01,16.72,323.77,3.443,8640.68,0.55,1,1,1,1958686304,36242752,70657.22094,-146.292798,66.577424,128.61,213.707202,66.577424,128.61,213.707205,66.577424,130.32,-0.97,-0.82,-0.67,-0.67,-0.52,-0.37,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,-0.07,0.07,0.07,0.22,0.37,0.37,0.52,0.52,0.52,0.67,1.72,295.97,4.641,12654.11,0.116,0.963,1,1,1,0.800226908832438,0.320000000000022,-0.3,-0.37,-0.41,-0.6,-0.59,-0.63,-0.82,-1.23,-3.55,-4.78,-5.53,-6.88,-7.93,-10.25,-12.24,-13.36,-14.18,-14.85,-14.85,-15.04,-15.23,-15.34,-15,TRUE,TRUE,NA
"158537",1957949237,28389608,72980.474,-146.293767,66.577797,128.83,213.706249,66.577788,146.85,-0.82,-0.6,-0.45,-0.3,-0.19,-0.07,0.04,0.15,0.26,0.37,0.56,0.82,3.48,5.42,6.32,7.03,10.96,15.55,15.89,16.23,16.64,17.16,18.02,322.9,3.84,8644.1,0.422,1,1,1,1958686304,36242766,70657.22444,-146.293752,66.577793,129.05,213.706275,66.577788,144.58,213.70628,66.577787,147.34,-0.86,-0.71,-0.56,-0.41,-0.41,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.34,0.78,5.71,7.8,10.79,14.82,16.02,16.32,16.76,17.06,17.51,18.29,296.99,4.894,12657.68,0.675,0.959,1,1,1,0.800957883048514,0.219999999999999,-0.04,-0.11,-0.11,-0.11,-0.22,-0.19,-0.15,-0.26,-0.22,-0.33,-0.37,-0.48,-2.7,0.29,1.48,3.76,3.86,0.469999999999999,0.43,0.530000000000001,0.419999999999998,0.350000000000001,0.27,TRUE,TRUE,NA
"158816",1957949237,28389887,72980.544,-146.295845,66.578284,129.09,213.704173,66.578275,145.01,-0.71,-0.49,-0.3,-0.11,0.04,0.19,0.41,0.71,3.1,4.59,7.1,9.12,9.97,10.68,11.28,11.92,12.66,13.71,13.97,14.27,14.57,15.02,15.91,320.21,4.514,8651.85,0.512,1,1,1,1958686304,36242794,70657.23144,-146.295834,66.578281,129.24,213.704184,66.578277,138.98,213.704196,66.578275,145.14,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.22,0.22,0.37,0.67,9.92,10.82,12.61,13.95,15,15.89,297.39,5.374,12667.06,0.105,0.963,1,1,1,0.591530490338912,0.150000000000006,-0.26,-0.33,-0.37,-0.41,-0.56,-0.56,-0.78,-0.93,-3.32,-4.66,-7.17,-9.05,-9.9,-10.46,-11.06,-11.55,-11.99,-3.79,-3.15,-1.66,-0.620000000000001,-0.0199999999999996,-0.0199999999999996,TRUE,TRUE,NA
"158836",1957949237,28389907,72980.549,-146.294738,66.577972,129.19,213.705279,66.577964,145.9,-0.78,-0.56,-0.37,-0.22,-0.11,0.04,0.15,0.34,0.52,0.9,4.19,6.54,7.85,9.16,9.98,10.88,12.18,13.38,13.75,14.32,14.88,15.51,16.71,321.7,4.132,8647.53,0.546,1,1,1,1958686304,36242779,70657.22769,-146.294755,66.577972,129.56,213.705259,66.577969,137.77,213.705263,66.577968,139.83,-0.93,-0.78,-0.63,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,0.11,0.11,0.26,0.56,2.05,3.4,6.23,6.98,7.58,8.32,9.22,10.26,296.91,5.113,12662,0.236,0.966,1,1,1,0.754079134535216,0.370000000000005,-0.15,-0.22,-0.26,-0.27,-0.38,-0.38,-0.49,-0.53,-0.71,-0.94,-4.23,-6.43,-7.74,-8.9,-9.42,-8.83,-8.78,-7.15,-6.77,-6.74,-6.56,-6.29,-6.45,TRUE,TRUE,NA
"158870",1957949237,28389941,72980.557,-146.29319,66.577394,128.19,213.706823,66.577388,143.56,-0.64,-0.41,-0.22,-0.07,0.07,0.26,0.49,0.86,4.9,7.14,8.12,8.79,9.43,10.1,10.85,11.67,12.75,13.88,14.06,14.25,14.47,14.74,15.37,323.33,3.517,8641.27,0.524,1,1,1,1958686304,36242900,70657.25794,-146.293194,66.5774,128.45,213.706806,66.5774,128.45,213.706809,66.5774,130.28,-1.08,-0.78,-0.78,-0.63,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.41,0.56,0.56,0.56,0.71,0.71,1.83,295.89,4.7,12655,0.145,0.969,1,1,1,0.691970745228735,0.259999999999991,-0.44,-0.37,-0.56,-0.56,-0.56,-0.75,-0.83,-1.2,-5.09,-7.33,-8.16,-8.83,-9.47,-9.99,-10.74,-11.41,-12.34,-13.32,-13.5,-13.69,-13.76,-14.03,-13.54,TRUE,TRUE,NA
"158935",1957949237,28390006,72980.573,-146.289902,66.576343,127.69,213.710106,66.576337,144.68,-0.79,-0.6,-0.41,-0.3,-0.19,-0.07,0.04,0.15,0.3,0.45,0.67,1.42,6.33,9.36,10.52,11.38,12.62,14.6,15.05,15.43,15.8,16.21,17,331.32,2.341,8633.08,0.571,1,1,1,1958686304,36242949,70657.27019,-146.289884,66.576344,128,213.710116,66.576344,128,213.710119,66.576343,130.17,-1.01,-0.86,-0.71,-0.56,-0.56,-0.41,-0.41,-0.26,-0.26,-0.11,-0.11,0.04,0.04,0.19,0.19,0.34,0.49,0.64,0.64,0.79,0.93,1.23,2.17,293.28,3.874,12642.35,0.103,0.97,1,1,1,0.806232669637062,0.310000000000002,-0.22,-0.26,-0.3,-0.26,-0.37,-0.34,-0.45,-0.41,-0.56,-0.56,-0.78,-1.38,-6.29,-9.17,-10.33,-11.04,-12.13,-13.96,-14.41,-14.64,-14.87,-14.98,-14.83,TRUE,TRUE,NA
"158957",1957949237,28390028,72980.579,-146.288953,66.575962,127.76,213.711051,66.575959,140.56,-0.71,-0.49,-0.3,-0.15,0,0.15,0.34,0.6,1.09,1.87,2.51,3.3,4.16,5.06,6.48,8.99,10.37,11.2,11.39,11.54,11.76,12.06,12.81,334.66,1.965,8630.25,0.513,1,1,1,1958686304,36242965,70657.27419,-146.288938,66.575966,127.85,213.711062,66.575966,127.85,213.711064,66.575966,129.61,-0.97,-0.82,-0.67,-0.52,-0.52,-0.37,-0.37,-0.22,-0.22,-0.22,-0.07,-0.07,0.07,0.07,0.07,0.22,0.37,0.52,0.52,0.52,0.67,0.67,1.76,291.76,3.625,12638.93,0.105,0.966,1,1,1,0.80099868788571,0.0899999999999892,-0.26,-0.33,-0.37,-0.37,-0.52,-0.52,-0.71,-0.82,-1.31,-2.09,-2.58,-3.37,-4.09,-4.99,-6.41,-8.77,-10,-10.68,-10.87,-11.02,-11.09,-11.39,-11.05,TRUE,TRUE,NA
"158977",1957949237,28390048,72980.584,-146.287853,66.575654,128.06,213.71215,66.575651,142.07,-0.86,-0.64,-0.45,-0.34,-0.19,-0.07,0.04,0.15,0.26,0.41,0.56,0.82,1.31,1.84,2.43,3.6,6.59,8.77,9.51,10.26,11.09,12.36,14.01,341.68,1.634,8628.76,0.338,1,1,1,1958686304,36242980,70657.27794,-146.287847,66.575659,128.26,213.712153,66.575659,128.26,213.712155,66.575658,130.01,-0.94,-0.79,-0.64,-0.64,-0.49,-0.49,-0.34,-0.34,-0.19,-0.19,-0.04,-0.04,-0.04,0.11,0.11,0.26,0.26,0.41,0.41,0.56,0.56,0.71,1.76,290.75,3.364,12634.9,0.116,0.96,1,1,1,0.617656713142815,0.199999999999989,-0.08,-0.15,-0.19,-0.3,-0.3,-0.42,-0.38,-0.49,-0.45,-0.6,-0.6,-0.86,-1.35,-1.73,-2.32,-3.34,-6.33,-8.36,-9.1,-9.7,-10.53,-11.65,-12.25,TRUE,TRUE,NA
"159636",1957949237,28390707,72980.749,-146.289571,66.575862,127.58,213.710433,66.575859,140.39,-0.67,-0.41,-0.22,-0.07,0.07,0.26,0.49,0.9,2.21,3.37,4.23,5.32,6.67,7.53,8.2,8.76,9.33,10.15,10.41,10.75,11.12,11.68,12.81,332.91,2.042,8631.14,0.505,1,1,1,1958686304,36243977,70657.52719,-146.289558,66.575866,127.85,213.710442,66.575866,127.85,213.710444,66.575866,129.57,-1.05,-0.9,-0.75,-0.6,-0.6,-0.45,-0.3,-0.3,-0.3,-0.15,-0.15,0,0,0,0.15,0.15,0.3,0.45,0.45,0.45,0.6,0.75,1.72,294.46,3.663,12639.22,0.076,0.959,1,1,1,0.728970713100872,0.269999999999996,-0.38,-0.49,-0.53,-0.53,-0.67,-0.71,-0.79,-1.2,-2.51,-3.52,-4.38,-5.32,-6.67,-7.53,-8.05,-8.61,-9.03,-9.7,-9.96,-10.3,-10.52,-10.93,-11.09,TRUE,TRUE,NA
